Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
25322,0.55,Ideal,G,VVS2,62.3,53.0,5.27,5.29,3.29,1799
21311,0.31,Ideal,H,VS1,61.6,54.8,4.35,4.37,2.69,557
3189,1.51,Very Good,F,SI1,59.4,57.0,7.48,7.57,4.47,10838
19815,1.01,Premium,G,SI1,62.6,60.0,6.36,6.29,3.96,5006
19471,0.73,Premium,F,SI2,60.5,57.0,5.84,5.8,3.52,2351
5533,0.51,Premium,F,VS2,60.7,59.0,5.16,5.19,3.14,1402
6596,0.9,Premium,H,I1,58.8,62.0,6.32,6.26,3.7,1599
11831,1.14,Ideal,F,VVS1,62.2,56.0,6.69,6.67,4.16,11844
13974,1.01,Very Good,F,SI1,63.0,57.0,6.36,6.4,4.02,4549
24514,0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97,1107
26602,1.2,Premium,H,SI2,59.8,58.0,6.92,6.83,4.11,4032
6626,0.84,Fair,G,SI1,55.1,67.0,6.39,6.2,3.47,2782
26683,0.3,Ideal,E,VVS2,61.7,57.0,4.34,4.31,2.67,1013
9897,0.53,Ideal,G,VVS1,61.8,56.0,5.19,5.24,3.22,1956
26670,2.1,Good,H,SI1,63.7,61.0,8.1,8.07,5.15,12121
13771,0.43,Ideal,H,IF,61.9,55.0,4.87,4.89,3.02,1151
11315,1.2,Premium,J,VS2,60.8,60.0,6.85,6.89,4.18,4839
20746,0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95,1153
6852,0.28,Very Good,E,VS2,62.7,58.0,4.15,4.18,2.61,487
2673,0.32,Very Good,D,SI1,60.1,60.0,4.38,4.4,2.64,619
793,1.52,Premium,F,VS2,60.9,61.0,7.46,7.28,4.49,13919
5031,1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,4065
6245,0.3,Premium,E,SI1,,58.0,4.33,4.27,2.66,675
26416,0.54,Ideal,E,VS2,62.2,55.0,5.24,5.21,3.25,1847
19107,0.97,Very Good,I,VS2,62.2,55.9,6.34,6.29,3.94,4018
25234,0.96,Fair,F,SI2,68.2,61.0,6.07,5.88,4.1,2867
19525,0.9,Very Good,H,VS2,63.1,60.0,6.12,6.08,3.85,3919
24988,0.72,Ideal,F,VS2,62.0,57.0,5.77,5.72,3.56,2607
25076,0.32,Very Good,H,SI1,63.1,55.0,4.37,4.34,2.75,576
6173,0.34,Ideal,E,VVS1,62.2,56.0,4.49,4.45,2.78,1084
11191,0.33,Ideal,E,VS2,61.8,55.0,4.45,4.48,2.76,723
14481,0.42,Ideal,D,VVS2,61.4,56.0,4.85,4.82,2.97,1389
4105,1.01,Very Good,F,VVS2,61.9,56.0,6.42,6.48,3.99,8525
1326,0.32,Premium,I,VVS1,60.1,61.0,4.45,4.4,2.66,756
6184,0.31,Very Good,H,VS1,63.1,57.0,4.34,4.31,2.73,698
26528,0.61,Premium,G,VS1,61.7,60.0,5.46,5.4,3.35,1704
11013,1.03,Premium,I,VS1,60.4,59.0,6.51,6.57,3.95,5012
26768,0.51,Premium,G,VS1,62.1,58.0,5.12,5.09,3.17,1662
8067,0.5,Very Good,I,SI1,63.2,57.0,5.07,5.09,3.21,1087
4630,0.33,Ideal,D,VS2,62.5,55.0,4.45,4.41,2.77,1002
12808,0.71,Ideal,J,SI1,60.6,57.0,5.78,5.83,3.52,2700
683,0.94,Premium,H,SI2,,57.0,6.29,6.21,3.87,3335
526,1.05,Ideal,G,VS2,61.6,56.0,6.52,6.56,4.03,6837
4591,0.4,Very Good,I,VS2,61.4,57.6,4.73,4.78,2.92,655
15570,0.8,Premium,F,VS2,62.4,59.0,5.92,5.85,3.67,3285
5854,0.5,Very Good,G,VS2,60.9,58.0,5.08,5.1,3.1,1351
22691,0.3,Good,F,VS1,63.7,56.0,4.26,4.28,2.72,570
10039,1.5,Premium,E,VS2,61.8,59.0,7.38,7.31,4.54,14925
22805,1.15,Ideal,G,VVS2,61.8,56.0,6.72,6.75,4.16,9457
14324,0.5,Very Good,D,SI1,58.8,60.0,5.17,5.23,3.06,1436
13180,0.7,Very Good,E,VS1,63.4,60.0,5.63,5.66,3.58,3068
21176,0.7,Fair,I,SI1,65.0,56.0,5.6,5.5,3.61,1720
23450,0.73,Good,F,VVS2,59.5,61.0,5.8,5.83,3.46,3616
20621,0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1443
6335,1.71,Ideal,D,SI1,60.3,60.0,7.69,7.77,4.66,16575
21403,0.31,Ideal,H,VVS2,62.3,55.0,4.36,4.37,2.72,625
11730,0.32,Ideal,F,VVS1,61.5,56.0,4.39,4.42,2.71,803
21867,0.4,Ideal,F,VVS1,61.1,56.0,4.78,4.81,2.93,1908
25522,1.1,Ideal,I,VS1,61.7,57.0,6.65,6.62,4.09,5544
20282,1.5,Ideal,F,SI1,62.7,56.0,7.25,7.35,4.58,9347
9298,0.54,Ideal,F,VVS2,61.6,56.0,5.23,5.26,3.23,2231
2369,0.5,Very Good,D,SI1,58.9,61.0,5.16,5.19,3.05,1436
4399,1.25,Premium,I,SI1,62.5,59.0,6.89,6.81,4.28,5250
12569,1.24,Ideal,I,SI1,62.1,56.0,6.84,6.88,4.26,5797
25160,1.06,Premium,I,SI1,61.9,59.0,6.5,6.52,4.03,4372
19040,0.41,Ideal,D,VVS2,62.3,55.0,4.77,4.76,2.97,1356
21670,0.41,Good,E,VS2,58.1,59.0,4.89,4.95,2.86,772
3757,0.59,Ideal,G,VS2,62.1,57.0,5.36,5.39,3.34,1774
3648,0.4,Ideal,F,VS2,62.6,56.0,4.71,4.72,2.95,790
21155,0.52,Very Good,I,VS1,61.5,56.3,5.16,5.19,3.18,1262
688,0.31,Ideal,H,VS2,62.6,57.0,4.38,4.34,2.73,628
12353,0.33,Ideal,H,VVS2,62.2,56.0,4.46,4.44,2.77,854
12294,0.58,Ideal,F,VS2,62.1,56.0,5.33,5.37,3.32,1666
17013,1.51,Premium,G,SI2,62.8,56.0,7.3,7.22,4.56,8794
20627,1.21,Very Good,H,VS1,60.4,59.0,6.88,6.97,4.18,7196
8736,1.01,Good,D,SI2,63.9,57.0,6.36,6.29,4.04,4672
20051,0.76,Ideal,F,VS2,61.0,55.0,5.92,5.89,3.6,3201
7925,0.28,Very Good,F,VVS2,62.6,55.0,4.18,4.2,2.62,707
1605,0.41,Premium,F,VS2,60.3,60.0,4.84,4.81,2.91,1107
26905,1.24,Premium,D,VS2,59.3,58.0,7.03,7.09,4.19,9738
9162,1.02,Premium,E,VVS1,62.2,57.0,6.59,6.4,4.04,10867
9283,2.39,Ideal,I,VS2,62.2,55.0,8.58,8.56,5.33,17955
19495,1.05,Ideal,I,SI2,61.8,59.0,6.53,6.49,4.02,4723
5966,0.37,Very Good,G,VS1,58.4,59.0,4.76,4.69,2.76,657
5237,0.53,Premium,D,VS2,61.5,58.0,5.24,5.2,3.21,1956
13428,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,6180
14879,0.53,Ideal,E,VS2,61.9,56.0,5.19,5.21,3.22,1721
26354,1.06,Premium,F,I1,60.3,58.0,6.59,6.56,3.96,3158
5760,1.6,Premium,H,SI2,62.4,60.0,7.48,7.43,4.65,9229
6737,1.18,Premium,J,VS2,62.8,59.0,6.78,6.69,4.23,3913
16249,1.02,Ideal,E,VS2,60.7,56.0,6.58,6.61,4.0,6704
9180,0.32,Ideal,G,IF,61.6,55.0,4.42,4.45,2.73,918
8638,0.56,Ideal,D,VS2,61.2,56.0,5.35,5.3,3.26,2066
25659,1.11,Ideal,I,VS2,62.2,56.0,6.69,6.62,4.14,5073
19113,0.9,Ideal,E,SI1,62.0,56.0,6.18,6.2,3.84,5450
21803,0.3,Ideal,F,SI1,61.2,55.0,4.35,4.37,2.67,609
1823,0.33,Ideal,E,VS1,62.3,53.8,4.42,4.44,2.76,771
8953,0.39,Very Good,G,IF,63.5,56.0,4.67,4.65,2.96,1271
26856,0.52,Ideal,G,VS1,61.9,55.5,5.13,5.16,3.18,1803
26165,0.32,Ideal,E,VVS1,61.5,56.0,4.43,4.45,2.73,1140
845,1.14,Ideal,E,VVS2,62.3,55.0,6.68,6.71,4.17,10512
9820,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1116
10591,1.25,Good,I,SI2,63.3,55.8,6.83,6.87,4.34,5197
20976,1.11,Ideal,E,SI2,61.2,57.0,6.7,6.74,4.11,4969
1192,1.01,Very Good,G,IF,60.0,61.0,6.41,6.45,3.86,7974
18628,1.5,Ideal,G,SI2,63.0,57.0,7.31,7.2,4.57,6720
13665,0.5,Premium,E,VS2,61.8,58.0,5.07,5.09,3.14,1624
20898,1.16,Ideal,G,VS2,62.5,56.0,6.67,6.73,4.19,7451
11669,0.64,Ideal,G,VVS1,61.9,56.0,5.53,5.56,3.43,2766
7910,1.09,Ideal,D,SI2,62.1,56.0,6.59,6.56,4.08,5258
1202,0.34,Premium,G,VVS1,61.5,59.0,4.5,4.47,2.76,1122
24360,0.7,Very Good,F,SI2,62.1,57.0,5.63,5.68,3.51,1940
16509,0.51,Ideal,D,VVS2,61.3,56.0,5.14,5.15,3.16,3223
13396,0.5,Ideal,G,SI2,62.1,55.0,5.09,5.12,3.17,1080
22092,0.55,Very Good,F,SI1,60.5,59.0,5.29,5.35,3.22,1370
13727,1.32,Ideal,G,VS1,61.4,54.0,7.09,7.13,4.37,9715
4623,1.0,Premium,G,VVS2,60.5,62.0,6.44,6.39,3.88,7392
2669,0.54,Premium,D,SI1,60.2,62.0,5.31,5.25,3.18,1720
17691,0.8,Good,E,VS2,64.5,56.0,5.8,5.86,3.76,3273
26407,0.32,Ideal,G,VVS2,61.7,57.0,4.41,4.44,2.73,730
7091,1.01,Ideal,G,VS2,61.4,58.0,6.47,6.44,3.97,6618
8244,1.51,Ideal,F,SI1,62.4,56.0,7.34,7.4,4.6,11950
22777,0.77,Very Good,I,VS2,62.4,63.0,5.84,5.8,3.63,2162
2332,1.51,Very Good,E,SI1,61.8,57.0,7.36,7.43,4.57,9474
6340,0.38,Ideal,D,VS1,62.4,56.0,4.68,4.64,2.91,1170
1159,0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,477
7377,0.76,Fair,H,I1,64.5,57.0,5.79,5.76,3.73,1140
4839,0.51,Good,G,VVS1,63.2,58.0,5.08,5.11,3.22,1872
11033,0.9,Premium,J,VS2,59.8,62.0,6.24,6.21,3.72,2863
3263,1.58,Premium,G,VS2,,58.0,7.68,7.64,4.46,11786
22993,1.51,Very Good,F,VS1,,63.0,7.34,7.43,4.4,14673
2536,1.59,Very Good,G,SI1,62.3,60.0,7.42,7.49,4.64,11613
25894,0.41,Ideal,G,VS1,60.8,56.0,4.82,4.79,2.92,961
18185,0.3,Ideal,D,VVS2,62.9,56.0,4.29,4.27,2.69,965
16181,1.01,Very Good,J,VS2,60.6,59.0,6.42,6.45,3.9,4337
20217,1.01,Very Good,E,SI1,61.9,56.0,6.33,6.41,3.94,5759
4171,0.7,Very Good,G,VVS2,61.0,59.0,5.67,5.7,3.47,3039
6416,0.7,Premium,H,VVS2,59.6,59.0,5.83,5.78,3.46,2717
16546,2.03,Ideal,G,SI2,61.5,57.0,8.15,8.07,4.99,12154
11195,0.71,Very Good,G,SI1,64.2,56.0,5.6,5.65,3.61,2072
22264,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,15485
18201,1.07,Premium,G,SI2,62.0,59.0,6.54,6.5,4.04,4401
1863,0.58,Premium,G,VS1,59.9,58.0,5.49,5.37,3.25,2071
23358,0.56,Ideal,G,VVS2,60.7,56.0,5.33,5.32,3.23,2167
10703,1.22,Very Good,G,SI1,62.4,57.0,6.75,6.8,4.23,6704
16253,0.56,Ideal,D,SI1,61.9,55.0,5.29,5.31,3.28,1677
6185,1.01,Premium,H,SI2,61.3,59.0,6.47,6.41,3.95,4355
5567,1.04,Ideal,G,VS1,62.3,56.0,6.45,6.49,4.03,7457
5818,0.32,Ideal,F,VS2,62.4,55.0,4.43,4.41,2.76,828
25686,1.0,Very Good,G,VVS1,62.3,55.0,6.34,6.44,3.98,8246
4947,1.6,Ideal,I,SI1,62.0,55.0,7.53,7.59,4.69,9376
15806,0.5,Premium,G,VVS2,60.5,62.0,5.14,5.07,3.09,1806
5181,1.07,Ideal,G,VS2,61.1,59.0,6.62,6.57,4.03,6324
19404,0.9,Good,I,VS2,58.5,66.0,6.23,6.25,3.65,3353
16231,0.67,Premium,H,VVS2,60.6,61.0,5.65,5.61,3.41,2171
17229,1.14,Very Good,F,SI1,61.3,62.0,6.71,6.77,4.13,6194
15804,0.23,Very Good,E,VVS2,63.7,55.0,3.87,3.89,2.47,485
26850,1.08,Premium,G,SI2,62.2,56.0,6.62,6.54,4.09,4627
20050,0.3,Very Good,G,VS1,62.9,60.0,4.26,4.29,2.69,605
19455,0.74,Ideal,F,VS1,62.0,54.0,5.85,5.81,3.62,3694
2633,0.6,Fair,E,SI2,66.5,56.0,5.31,5.21,3.5,1033
2781,1.23,Ideal,G,VVS2,62.2,55.0,6.86,6.9,4.28,10317
15750,0.57,Ideal,F,VVS2,61.6,57.0,5.32,5.36,3.29,2322
19549,0.53,Ideal,D,VS2,61.4,56.0,5.23,5.2,3.2,1956
14653,1.01,Very Good,F,VS1,62.6,56.0,6.39,6.36,3.99,8081
854,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,8779
15986,1.14,Ideal,H,VS2,62.6,56.0,6.68,6.65,4.17,6095
13501,0.32,Ideal,F,VS2,61.4,55.0,4.43,4.46,2.73,781
21626,0.91,Very Good,E,SI2,62.9,56.0,6.14,6.17,3.87,3763
20945,0.83,Very Good,G,SI2,61.6,57.0,6.02,6.06,3.72,2725
2467,2.35,Premium,I,SI1,61.8,58.0,8.58,8.44,5.26,14185
4831,1.14,Very Good,I,VS2,62.5,59.0,6.63,6.66,4.15,4785
26778,0.43,Ideal,H,SI1,62.5,57.0,4.79,4.84,3.01,716
2085,0.3,Ideal,G,VS1,61.8,55.0,4.31,4.33,2.67,605
3446,0.31,Ideal,E,VVS2,61.6,55.0,4.37,4.4,2.7,791
9112,0.35,Premium,H,SI1,62.4,58.0,4.47,4.54,2.81,504
12337,0.9,Very Good,I,VS2,62.0,63.0,6.13,6.03,3.77,3338
8782,0.5,Fair,G,VS1,67.6,56.0,5.02,4.89,3.35,1257
372,0.32,Ideal,E,VS2,62.3,54.0,4.4,4.37,2.73,900
18916,0.5,Premium,G,VS2,60.2,60.0,5.21,5.15,3.12,1415
13897,1.39,Ideal,I,SI2,61.6,55.0,7.14,7.18,4.41,6544
21195,0.5,Premium,E,I1,,60.0,5.18,5.03,3.14,840
1599,0.4,Ideal,E,VS1,60.1,57.0,4.77,4.82,2.88,931
4600,0.32,Very Good,I,VS2,61.1,57.0,4.39,4.42,2.69,449
24701,1.2,Ideal,J,SI1,61.9,57.0,6.8,6.87,4.23,5071
16572,0.5,Premium,D,VVS1,61.5,58.0,5.12,5.06,3.13,2525
5831,0.95,Good,E,VS2,57.7,58.0,6.47,6.52,3.75,5272
6314,1.03,Very Good,G,VS1,60.7,58.0,6.5,6.55,3.96,6628
19454,1.6,Very Good,H,SI2,61.1,57.0,7.55,7.5,4.6,10340
18915,0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,1424
15493,1.05,Ideal,F,VS2,62.7,56.0,6.52,6.59,4.11,6403
84,0.9,Very Good,D,SI2,63.5,58.0,6.08,6.17,3.89,3918
13083,1.07,Premium,E,SI2,61.3,59.0,6.58,6.64,4.05,4943
21965,0.52,Ideal,D,VVS2,62.3,56.0,5.12,5.15,3.2,2362
10976,0.41,Premium,D,VS2,62.4,60.0,4.71,4.75,2.95,1007
14299,0.76,Ideal,E,SI2,61.5,57.0,5.83,5.87,3.6,2680
7480,0.34,Premium,E,VS2,61.0,59.0,4.48,4.51,2.74,745
3652,0.33,Ideal,E,VS1,59.6,56.0,4.49,4.54,2.69,781
19432,0.59,Premium,E,VS2,62.5,56.0,5.4,5.36,3.36,2578
11109,0.75,Premium,E,SI2,63.0,58.0,5.78,5.71,3.62,2372
562,0.91,Ideal,J,VS1,61.9,56.0,6.19,6.22,3.85,3863
21898,1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,3738
4606,0.9,Good,E,SI1,57.9,60.0,6.3,6.34,3.66,4190
25521,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,1827
6472,0.32,Premium,H,VVS1,60.9,58.0,4.4,4.43,2.69,730
6875,0.9,Fair,I,SI2,65.3,57.0,5.98,5.93,3.89,2536
25364,0.42,Ideal,D,VS1,61.8,57.0,4.82,4.79,2.97,1388
17478,1.31,Very Good,J,SI1,62.5,55.0,6.97,7.05,4.38,5382
9996,0.84,Good,G,VS2,63.6,59.0,5.89,5.94,3.76,3370
14488,1.27,Premium,J,SI1,61.8,58.0,6.97,6.91,4.29,5121
2799,1.17,Ideal,G,VS2,62.0,57.0,6.74,6.78,4.19,7423
7802,1.53,Very Good,I,SI2,61.6,56.0,7.39,7.45,4.57,7406
17824,0.5,Very Good,F,VS1,59.9,61.0,5.13,5.16,3.08,1550
10058,0.35,Ideal,D,SI1,62.3,55.0,4.51,4.54,2.82,644
26879,1.16,Very Good,G,VVS2,62.3,59.0,6.69,6.72,4.18,8361
24686,0.32,Very Good,F,VS2,61.2,58.0,4.38,4.41,2.69,602
21220,1.0,Very Good,E,VVS1,62.7,54.0,6.36,6.39,4.0,10463
13251,0.35,Premium,E,SI1,62.9,58.0,4.52,4.48,2.83,788
24220,0.55,Ideal,F,SI1,61.8,55.0,5.22,5.27,3.24,1316
16951,1.01,Good,G,VS2,60.3,57.0,6.46,6.51,3.91,5655
12720,0.6,Ideal,E,VS2,61.2,56.0,5.45,5.44,3.33,2189
11361,0.31,Ideal,G,VVS1,61.4,57.0,4.37,4.39,2.68,772
26413,0.52,Premium,D,SI1,60.7,58.0,5.23,5.18,3.16,1376
71,0.57,Ideal,F,VVS1,61.1,55.0,5.36,5.44,3.3,3057
1284,1.01,Very Good,F,SI1,60.7,58.0,6.4,6.51,3.92,5248
4091,1.25,Ideal,J,VVS2,62.1,56.0,6.81,6.84,4.24,5980
11615,1.01,Ideal,F,SI2,60.6,57.0,6.49,6.55,3.95,4239
6054,0.4,Good,D,SI2,63.8,54.0,4.7,4.73,3.01,622
3059,0.74,Premium,E,VS1,62.8,59.0,5.76,5.68,3.59,3357
6167,1.32,Premium,J,SI2,61.2,59.0,7.08,7.04,4.32,4160
20689,1.01,Ideal,G,VVS2,62.0,58.0,6.36,6.39,3.95,7597
26310,0.31,Ideal,D,SI2,62.9,54.0,4.35,4.3,2.72,593
14859,0.3,Ideal,E,VVS1,62.0,57.0,4.29,4.32,2.67,844
24715,0.35,Ideal,E,VS2,61.7,55.0,4.54,4.57,2.81,767
13891,0.32,Ideal,H,VVS2,62.0,55.0,4.42,4.39,2.73,828
16795,0.57,Ideal,D,VS2,62.1,56.0,5.29,5.34,3.3,1864
10210,1.5,Premium,D,SI2,62.6,59.0,7.2,7.23,4.52,8108
20327,0.31,Ideal,G,IF,62.3,56.0,4.34,4.36,2.71,871
12975,0.33,Ideal,D,VS1,60.9,57.0,4.5,4.47,2.73,957
20762,0.93,Premium,F,SI1,61.1,59.0,6.32,6.29,3.85,4182
10469,0.55,Premium,G,SI1,61.3,59.0,5.28,5.23,3.22,1415
15650,1.32,Very Good,J,VS2,62.1,57.0,7.01,7.04,4.36,6079
22974,1.21,Very Good,H,SI1,63.5,60.0,6.65,6.61,4.21,6566
25582,0.3,Good,E,SI1,63.2,57.0,4.25,4.3,2.7,526
23786,0.48,Ideal,H,VS2,62.2,54.0,5.04,5.05,3.14,1026
14029,0.3,Ideal,I,VS1,62.5,54.0,4.3,4.34,2.7,457
9644,1.01,Premium,F,VS2,61.7,58.0,6.42,6.48,3.98,6416
14890,0.5,Ideal,E,VS2,61.4,57.0,5.11,5.08,3.13,1746
7571,0.9,Very Good,G,IF,63.1,58.0,6.18,6.09,3.87,5670
2891,0.24,Ideal,E,SI1,62.5,56.0,4.01,3.99,2.5,486
17641,1.57,Premium,G,VS2,62.7,60.0,7.46,7.38,4.65,11711
6251,0.73,Ideal,G,SI1,60.9,57.0,5.81,5.85,3.55,3089
16753,1.08,Ideal,H,VVS2,62.4,55.0,6.53,6.57,4.09,6856
23030,2.28,Very Good,I,SI2,62.9,57.0,8.34,8.41,5.27,16041
25139,0.27,Very Good,D,VVS2,62.2,59.0,4.08,4.12,2.55,622
4511,0.7,Very Good,H,VS2,63.2,57.0,5.58,5.62,3.54,2137
16629,2.26,Premium,H,SI2,61.9,58.0,8.37,8.33,5.17,11226
18179,1.52,Very Good,D,SI2,59.1,58.0,7.45,7.48,4.41,9781
565,0.8,Ideal,H,SI2,62.4,57.0,5.91,5.83,3.66,2122
3550,0.5,Premium,D,VS2,61.4,59.0,5.11,5.15,3.15,1752
12183,0.56,Ideal,E,SI1,62.8,58.0,5.31,5.26,3.32,1784
19621,0.75,Premium,F,SI2,59.8,60.0,5.96,5.92,3.55,1881
9453,0.31,Ideal,F,VS2,62.0,56.0,4.35,4.39,2.71,625
4188,1.03,Very Good,H,SI1,58.6,61.0,6.6,6.64,3.88,4326
10768,1.12,Ideal,G,VS1,62.3,57.0,6.59,6.64,4.12,6918
9726,1.38,Premium,H,VS1,61.0,60.0,7.21,7.16,4.38,7233
4575,0.32,Premium,D,SI1,58.9,60.0,4.49,4.47,2.64,756
3719,0.34,Ideal,G,VS2,62.1,55.0,4.46,4.49,2.78,596
9925,1.86,Very Good,H,VVS2,58.6,62.0,8.07,8.14,4.75,17267
8113,0.4,Premium,J,VS1,59.7,59.0,4.83,4.79,2.87,810
10710,1.01,Very Good,H,SI1,63.5,62.0,6.36,6.24,4.0,4513
17068,1.02,Ideal,F,SI2,62.1,56.0,6.41,6.44,3.99,4162
69,0.51,Ideal,D,SI2,59.8,55.0,5.23,5.17,3.11,1359
23537,1.56,Ideal,G,SI1,61.2,56.0,7.49,7.51,4.59,11522
6812,0.7,Premium,E,SI1,61.9,60.0,5.67,5.6,3.49,2518
23179,0.56,Ideal,D,VS2,60.6,56.0,5.37,5.33,3.24,2066
20188,1.06,Very Good,I,VS1,58.5,58.3,6.66,6.79,3.94,5293
11190,1.54,Fair,I,SI2,65.0,56.0,7.22,7.14,4.67,6375
24768,0.36,Ideal,E,VVS2,62.1,56.0,4.53,4.58,2.83,873
12481,0.4,Ideal,G,VS1,62.2,56.0,4.72,4.74,2.94,877
24535,0.33,Premium,E,SI1,59.1,58.0,4.56,4.51,2.68,743
20705,0.25,Very Good,F,VVS2,59.3,59.0,4.15,4.18,2.47,548
23716,1.01,Premium,H,VS1,62.7,58.0,6.37,6.39,4.0,5199
21361,0.4,Ideal,E,VS2,61.6,57.0,4.73,4.75,2.92,1092
24884,0.39,Ideal,D,VVS2,61.8,57.0,4.67,4.71,2.9,1232
16090,0.36,Ideal,H,IF,60.6,56.0,4.64,4.66,2.82,980
2980,0.32,Ideal,I,IF,61.6,56.0,4.4,4.43,2.72,655
5605,1.5,Very Good,E,VS2,61.0,55.0,7.38,7.45,4.52,13963
26117,0.32,Premium,G,VS2,61.0,59.0,4.46,4.42,2.71,720
6079,0.3,Good,F,VS2,,55.0,4.25,4.28,2.71,484
16380,0.37,Very Good,H,SI1,62.6,63.0,4.6,4.5,2.85,491
9786,0.91,Very Good,H,VS2,63.7,57.0,6.1,6.12,3.89,3924
993,1.11,Premium,D,I1,61.9,58.0,6.63,6.66,4.11,3589
24099,1.01,Very Good,H,SI1,61.2,60.0,6.41,6.44,3.93,5433
14701,0.51,Premium,G,VVS2,61.7,58.0,5.18,5.13,3.18,1974
6575,1.74,Ideal,I,SI2,61.6,57.0,7.67,7.74,4.75,8896
16690,0.9,Very Good,H,VS1,62.7,57.0,6.14,6.18,3.86,4136
9021,2.1,Very Good,J,VS2,61.5,60.7,8.16,8.21,5.03,13340
14772,0.45,Ideal,F,VVS1,61.8,55.0,4.92,4.95,3.05,1833
21984,0.72,Ideal,H,SI1,62.0,57.0,5.73,5.76,3.56,2361
15353,2.01,Ideal,J,SI1,62.3,57.0,8.05,7.99,5.0,12607
2599,0.3,Ideal,I,SI1,61.9,58.0,4.27,4.32,2.66,422
4374,0.28,Very Good,E,VVS1,59.6,59.0,4.3,4.33,2.57,642
22052,1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,7056
24058,0.41,Very Good,G,VS1,62.3,56.0,4.77,4.8,2.98,899
20715,0.23,Good,F,VVS2,62.8,61.0,3.92,3.95,2.47,505
8091,1.2,Very Good,J,VS2,59.9,60.0,6.98,6.95,4.17,5140
10130,0.72,Ideal,I,VVS2,61.2,59.0,5.75,5.79,3.53,2452
14076,0.72,Premium,D,VS2,61.1,60.0,5.74,5.69,3.49,2721
24965,1.26,Premium,H,SI2,62.0,56.0,6.92,6.88,4.28,4586
5006,0.73,Ideal,H,VS2,62.5,58.0,5.71,5.75,3.58,2752
3932,2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14,12400
19291,0.7,Very Good,E,VS2,61.8,59.0,5.65,5.68,3.5,2845
490,1.22,Premium,H,SI1,60.6,60.0,6.92,6.85,4.17,6387
4595,0.31,Ideal,I,SI1,62.2,56.0,4.34,4.37,2.71,418
6649,0.36,Ideal,G,VS1,61.1,55.0,4.63,4.66,2.84,746
4191,0.57,Premium,H,VS1,,58.0,5.33,5.3,3.28,1613
9630,0.9,Good,J,SI1,63.2,60.0,6.09,6.12,3.86,2729
24484,0.52,Very Good,E,SI2,62.9,56.0,5.12,5.15,3.23,1120
21544,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,1155
26752,0.53,Ideal,E,VVS1,61.5,54.0,5.25,5.23,3.22,3352
19439,0.36,Premium,D,VS2,60.5,58.0,4.6,4.63,2.79,852
14569,1.5,Good,I,I1,63.7,61.0,7.22,7.1,4.57,3696
20256,0.4,Ideal,F,VVS2,61.6,56.0,4.73,4.77,2.93,1196
4943,0.9,Very Good,G,VS2,61.3,59.0,6.15,6.21,3.79,4269
6663,0.34,Ideal,E,VS1,60.8,57.0,4.49,4.53,2.74,805
14923,1.2,Premium,F,SI2,59.9,58.0,6.96,6.9,4.15,6055
13299,0.52,Ideal,I,VVS1,62.0,55.0,5.19,5.17,3.21,1619
25971,0.8,Very Good,F,VS2,62.1,60.0,5.86,5.92,3.66,3471
8114,0.71,Very Good,H,SI1,,56.0,5.69,5.72,3.49,2076
15527,1.01,Very Good,G,SI1,63.5,60.0,6.41,6.38,3.92,4271
20196,0.41,Ideal,H,IF,62.9,54.0,4.74,4.71,2.97,1243
26157,1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,6907
13800,1.03,Ideal,I,SI1,61.1,55.0,6.53,6.57,4.0,4782
4870,0.33,Very Good,D,SI1,63.1,55.0,4.4,4.38,2.77,728
4882,1.01,Very Good,D,VVS2,62.5,59.0,6.34,6.4,3.98,10453
7433,1.23,Very Good,H,VS2,61.6,59.0,6.84,6.86,4.22,6459
19276,0.34,Ideal,E,VS2,62.1,55.0,4.47,4.49,2.78,745
26046,0.3,Premium,E,VS2,62.6,62.0,4.25,4.21,2.65,788
17055,0.41,Ideal,F,SI1,60.5,56.0,4.81,4.84,2.92,909
5467,1.0,Good,E,SI1,57.2,62.0,6.59,6.56,3.76,5345
4140,0.51,Ideal,I,VVS2,60.6,56.0,5.18,5.22,3.15,1575
20166,0.7,Very Good,G,SI1,62.1,56.0,5.64,5.67,3.51,2175
23341,0.91,Very Good,H,VS1,59.4,63.0,6.32,6.28,3.74,4670
14670,0.32,Ideal,G,VVS2,61.6,55.0,4.41,4.42,2.72,730
